time;gFx;gFy;gFz;TgF
45,516000;1,0083;-0,0963;0,0594;1,015
45,516000;1,0058;-0,0977;0,0662;1,013
45,516000;1,0044;-0,1011;0,0721;1,012
45,516000;1,0036;-0,1002;0,0748;1,011
45,516000;1,0041;-0,1007;0,0796;1,012
45,516000;1,0068;-0,1016;0,0875;1,016
45,517000;1,0078;-0,1007;0,0931;1,017
45,529000;1,0080;-0,1021;0,0967;1,018
45,530000;1,0097;-0,1009;0,1026;1,020
45,530000;1,0090;-0,1026;0,1095;1,020
45,530000;1,0095;-0,1019;0,1139;1,021
45,530000;1,0071;-0,1021;0,1217;1,020
45,530000;1,0058;-0,1033;0,1300;1,019
45,531000;1,0007;-0,1053;0,1341;1,015
45,532000;1,0000;-0,1043;0,1439;1,016
45,533000;0,9978;-0,1048;0,1503;1,014
45,535000;0,9980;-0,1029;0,1542;1,015
45,537000;0,9988;-0,1029;0,1586;1,016
45,539000;0,9970;-0,1004;0,1647;1,016
45,543000;0,9975;-0,1011;0,1691;1,017
45,545000;0,9966;-0,1007;0,1725;1,016
45,554000;1,0012;-0,0965;0,1781;1,021
45,554000;1,0002;-0,0967;0,1796;1,021
45,554000;1,0024;-0,0960;0,1813;1,023
45,554000;1,0012;-0,0916;0,1845;1,022
45,555000;1,0019;-0,0889;0,1852;1,023
45,556000;1,0041;-0,0867;0,1857;1,025
45,560000;1,0085;-0,0858;0,1852;1,029
45,561000;1,0110;-0,0860;0,1864;1,032
45,562000;1,0119;-0,0840;0,1852;1,032
45,564000;1,0141;-0,0816;0,1849;1,034
45,565000;1,0185;-0,0789;0,1832;1,038
45,567000;1,0212;-0,0777;0,1791;1,040
45,569000;1,0234;-0,0755;0,1759;1,041
45,571000;1,0276;-0,0728;0,1718;1,044
45,573000;1,0290;-0,0694;0,1696;1,045
45,576000;1,0290;-0,0665;0,1656;1,044
45,578000;1,0339;-0,0635;0,1578;1,048
45,583000;1,0364;-0,0613;0,1510;1,049
45,583000;1,0364;-0,0572;0,1476;1,048
45,584000;1,0388;-0,0552;0,1407;1,050
45,585000;1,0430;-0,0498;0,1344;1,053
45,588000;1,0442;-0,0479;0,1319;1,054
45,589000;1,0464;-0,0440;0,1283;1,055
45,595000;1,0474;-0,0410;0,1219;1,055
45,595000;1,0491;-0,0384;0,1214;1,057
45,596000;1,0510;-0,0374;0,1182;1,058
45,597000;1,0527;-0,0359;0,1178;1,060
45,599000;1,0547;-0,0337;0,1170;1,062
45,601000;1,0606;-0,0303;0,1158;1,067
45,604000;1,0615;-0,0261;0,1141;1,068
45,610000;1,0681;-0,0227;0,1143;1,074
45,611000;1,0681;-0,0215;0,1143;1,074
45,612000;1,0723;-0,0198;0,1124;1,078
45,612000;1,0760;-0,0183;0,1119;1,082
45,616000;1,0784;-0,0166;0,1148;1,085
45,617000;1,0833;-0,0144;0,1187;1,090
45,618000;1,0892;-0,0132;0,1192;1,096
45,619000;1,0901;-0,0122;0,1234;1,097
45,621000;1,0979;-0,0115;0,1256;1,105
45,659000;1,1050;-0,0103;0,1292;1,113
45,659000;1,1085;-0,0083;0,1305;1,116
45,660000;1,1126;-0,0076;0,1341;1,121
45,660000;1,1153;-0,0073;0,1402;1,124
45,660000;1,1138;-0,0068;0,1424;1,123
45,660000;1,1175;-0,0054;0,1471;1,127
45,660000;1,1165;-0,0054;0,1510;1,127
45,660000;1,1190;-0,0049;0,1527;1,129
45,661000;1,1177;-0,0046;0,1573;1,129
45,661000;1,1192;-0,0044;0,1622;1,131
45,661000;1,1192;-0,0034;0,1644;1,131
45,661000;1,1212;-0,0044;0,1678;1,134
45,661000;1,1224;-0,0027;0,1708;1,135
45,662000;1,1260;-0,0010;0,1766;1,140
45,662000;1,1263;-0,0015;0,1769;1,140
45,662000;1,1282;-0,0020;0,1818;1,143
45,662000;1,1300;-0,0032;0,1864;1,145
45,662000;1,1307;-0,0032;0,1881;1,146
45,663000;1,1309;-0,0027;0,1937;1,147
45,663000;1,1329;-0,0027;0,1964;1,150
45,665000;1,1341;-0,0027;0,1998;1,152
45,668000;1,1309;0,0000;0,2040;1,149
45,669000;1,1309;0,0000;0,2040;1,149
45,673000;1,1295;0,0002;0,2050;1,148
45,673000;1,1278;0,0007;0,2082;1,147
45,674000;1,1258;0,0010;0,2094;1,145
45,678000;1,1243;-0,0005;0,2113;1,144
45,679000;1,1248;-0,0007;0,2128;1,145
45,680000;1,1241;0,0000;0,2148;1,144
45,682000;1,1216;0,0010;0,2184;1,143
45,684000;1,1219;0,0012;0,2184;1,143
45,686000;1,1192;0,0012;0,2133;1,139
45,687000;1,1163;0,0029;0,2135;1,137
45,689000;1,1148;0,0020;0,2148;1,135
45,692000;1,1150;0,0049;0,2172;1,136
45,699000;1,1133;0,0051;0,2172;1,134
45,701000;1,1126;0,0049;0,2189;1,134
45,701000;1,1070;0,0017;0,2184;1,128
45,701000;1,1050;0,0022;0,2204;1,127
45,701000;1,1045;0,0044;0,2206;1,126
45,704000;1,1023;0,0051;0,2240;1,125
45,706000;1,1026;0,0059;0,2245;1,125
45,707000;1,1021;0,0071;0,2277;1,125
45,728000;1,1014;0,0061;0,2284;1,125
45,732000;1,0997;0,0090;0,2321;1,124
45,732000;1,0962;0,0100;0,2360;1,121
45,733000;1,0957;0,0095;0,2377;1,121
45,733000;1,0935;0,0115;0,2411;1,120
45,733000;1,0918;0,0115;0,2448;1,119
45,733000;1,0916;0,0112;0,2477;1,119
45,733000;1,0909;0,0110;0,2531;1,120
45,734000;1,0882;0,0129;0,2585;1,119
45,734000;1,0877;0,0127;0,2575;1,118
45,734000;1,0879;0,0127;0,2602;1,119
45,734000;1,0872;0,0139;0,2626;1,119
45,734000;1,0845;0,0142;0,2641;1,116
45,736000;1,0811;0,0154;0,2702;1,114
45,737000;1,0777;0,0159;0,2705;1,111
45,739000;1,0728;0,0166;0,2731;1,107
45,743000;1,0708;0,0166;0,2714;1,105
45,745000;1,0674;0,0181;0,2746;1,102
45,745000;1,0635;0,0164;0,2753;1,099
45,747000;1,0611;0,0178;0,2756;1,096
45,749000;1,0589;0,0173;0,2778;1,095
45,751000;1,0567;0,0193;0,2785;1,093
45,753000;1,0547;0,0193;0,2758;1,090
45,755000;1,0515;0,0188;0,2763;1,087
45,758000;1,0491;0,0186;0,2753;1,085
45,760000;1,0501;0,0188;0,2744;1,085
45,761000;1,0442;0,0171;0,2753;1,080
45,764000;1,0437;0,0161;0,2734;1,079
45,765000;1,0391;0,0183;0,2705;1,074
45,768000;1,0386;0,0173;0,2717;1,074
45,769000;1,0361;0,0176;0,2690;1,071
45,772000;1,0339;0,0154;0,2665;1,068
45,773000;1,0327;0,0149;0,2658;1,066
45,777000;1,0300;0,0122;0,2639;1,063
45,778000;1,0286;0,0127;0,2651;1,062
45,780000;1,0269;0,0122;0,2648;1,061
45,781000;1,0242;0,0110;0,2653;1,058
45,784000;1,0207;0,0103;0,2641;1,054
45,804000;1,0144;0,0093;0,2609;1,047
45,808000;1,0144;0,0093;0,2609;1,047
45,810000;1,0097;0,0083;0,2609;1,043
45,811000;1,0078;0,0073;0,2602;1,041
45,815000;1,0022;0,0068;0,2597;1,035
45,816000;0,9963;0,0027;0,2573;1,029
45,816000;0,9897;0,0017;0,2573;1,023
45,816000;0,9880;0,0020;0,2568;1,021
45,816000;0,9836;0,0020;0,2565;1,017
45,816000;0,9807;0,0000;0,2578;1,014
45,817000;0,9814;-0,0012;0,2602;1,015
45,817000;0,9795;-0,0037;0,2580;1,013
45,817000;0,9802;-0,0027;0,2604;1,014
45,817000;0,9785;-0,0056;0,2602;1,012
45,817000;0,9748;-0,0073;0,2607;1,009
45,817000;0,9760;-0,0090;0,2646;1,011
45,852000;0,9746;-0,0110;0,2661;1,010
45,854000;0,9697;-0,0132;0,2692;1,006
45,854000;0,9650;-0,0129;0,2717;1,003
45,854000;0,9628;-0,0149;0,2741;1,001
45,854000;0,9587;-0,0161;0,2749;0,997
45,855000;0,9540;-0,0161;0,2768;0,994
45,855000;0,9506;-0,0181;0,2780;0,991
45,855000;0,9487;-0,0173;0,2783;0,989
45,855000;0,9455;-0,0173;0,2790;0,986
45,855000;0,9413;-0,0183;0,2778;0,982
45,856000;0,9401;-0,0195;0,2778;0,980
45,856000;0,9372;-0,0213;0,2753;0,977
45,856000;0,9350;-0,0257;0,2734;0,974
45,856000;0,9338;-0,0252;0,2695;0,972
45,856000;0,9264;-0,0271;0,2599;0,963
45,857000;0,9264;-0,0271;0,2599;0,963
45,857000;0,9250;-0,0274;0,2565;0,960
45,857000;0,9211;-0,0281;0,2516;0,955
45,857000;0,9157;-0,0288;0,2485;0,949
45,859000;0,9137;-0,0296;0,2470;0,947
45,859000;0,9064;-0,0286;0,2416;0,938
45,860000;0,9032;-0,0269;0,2392;0,935
45,862000;0,8986;-0,0281;0,2341;0,929
45,865000;0,8949;-0,0283;0,2326;0,925
45,867000;0,8927;-0,0261;0,2289;0,922
45,869000;0,8900;-0,0266;0,2260;0,919
45,870000;0,8888;-0,0252;0,2265;0,918
45,872000;0,8883;-0,0244;0,2250;0,917
45,874000;0,8854;-0,0252;0,2209;0,913
45,876000;0,8851;-0,0249;0,2191;0,912
45,879000;0,8829;-0,0242;0,2172;0,910
45,880000;0,8820;-0,0230;0,2155;0,908
45,883000;0,8825;-0,0247;0,2140;0,908
45,884000;0,8832;-0,0266;0,2130;0,909
45,886000;0,8825;-0,0279;0,2126;0,908
45,888000;0,8800;-0,0283;0,2113;0,905
45,890000;0,8805;-0,0274;0,2152;0,907
45,891000;0,8793;-0,0271;0,2177;0,906
45,897000;0,8788;-0,0254;0,2152;0,905
45,897000;0,8793;-0,0264;0,2165;0,906
45,898000;0,8812;-0,0247;0,2174;0,908
45,899000;0,8832;-0,0242;0,2179;0,910
45,901000;0,8834;-0,0259;0,2174;0,910
45,905000;0,8849;-0,0259;0,2179;0,912
45,909000;0,8893;-0,0266;0,2157;0,915
45,910000;0,8910;-0,0269;0,2145;0,917
45,910000;0,8922;-0,0264;0,2135;0,918
45,925000;0,8920;-0,0286;0,2108;0,917
45,926000;0,8908;-0,0271;0,2096;0,916
45,926000;0,8935;-0,0276;0,2055;0,917
45,926000;0,8900;-0,0291;0,2030;0,913
45,927000;0,8888;-0,0266;0,2001;0,911
45,927000;0,8873;-0,0274;0,1979;0,910
45,931000;0,8878;-0,0257;0,1981;0,910
45,931000;0,8842;-0,0259;0,1935;0,905
45,932000;0,8839;-0,0252;0,1901;0,904
45,932000;0,8822;-0,0235;0,1852;0,902
45,935000;0,8815;-0,0235;0,1818;0,900
45,935000;0,8805;-0,0235;0,1798;0,899
45,936000;0,8783;-0,0242;0,1764;0,896
45,937000;0,8788;-0,0252;0,1725;0,896
45,939000;0,8783;-0,0239;0,1693;0,895
45,942000;0,8783;-0,0252;0,1661;0,894
45,944000;0,8788;-0,0259;0,1637;0,894
45,946000;0,8776;-0,0264;0,1615;0,893
45,947000;0,8786;-0,0261;0,1595;0,893
45,950000;0,8786;-0,0261;0,1581;0,893
45,951000;0,8795;-0,0269;0,1566;0,894
45,953000;0,8795;-0,0271;0,1559;0,894
45,956000;0,8795;-0,0279;0,1556;0,894
45,967000;0,8803;-0,0257;0,1532;0,894
45,967000;0,8817;-0,0247;0,1544;0,895
45,967000;0,8842;-0,0232;0,1525;0,898
45,968000;0,8873;-0,0230;0,1525;0,901
45,969000;0,8913;-0,0225;0,1527;0,905
45,969000;0,8913;-0,0225;0,1527;0,905
45,970000;0,8920;-0,0210;0,1534;0,905
45,971000;0,8947;-0,0200;0,1534;0,908
45,974000;0,8993;-0,0178;0,1551;0,913
45,975000;0,9001;-0,0183;0,1551;0,914
45,978000;0,9013;-0,0156;0,1556;0,915
45,980000;0,9023;-0,0161;0,1568;0,916
45,981000;0,9018;-0,0154;0,1568;0,915
45,984000;0,8979;-0,0137;0,1564;0,911
45,986000;0,8954;-0,0129;0,1547;0,909
45,988000;0,8930;-0,0115;0,1517;0,906
45,996000;0,8888;-0,0120;0,1505;0,902
45,996000;0,8871;-0,0120;0,1481;0,899
45,996000;0,8849;-0,0095;0,1434;0,897
45,996000;0,8829;-0,0095;0,1368;0,894
45,998000;0,8812;-0,0093;0,1353;0,892
46,000000;0,8803;-0,0095;0,1310;0,890
46,002000;0,8778;-0,0090;0,1256;0,887
46,005000;0,8761;-0,0093;0,1192;0,884
46,006000;0,8754;-0,0100;0,1151;0,883
46,097000;0,8727;-0,0110;0,1112;0,880
46,106000;0,8724;-0,0105;0,1090;0,879
46,111000;0,8722;-0,0093;0,1060;0,879
46,112000;0,8732;-0,0086;0,1021;0,879
46,113000;0,8698;-0,0064;0,0982;0,875
46,116000;0,8688;-0,0054;0,0967;0,874
46,118000;0,8685;-0,0056;0,0928;0,874
46,119000;0,8688;-0,0020;0,0906;0,873
46,120000;0,8695;-0,0020;0,0887;0,874
46,122000;0,8717;0,0010;0,0892;0,876
46,123000;0,8717;0,0010;0,0892;0,876
46,124000;0,8717;0,0017;0,0882;0,876
46,126000;0,8737;0,0015;0,0872;0,878
46,127000;0,8759;0,0044;0,0867;0,880
46,128000;0,8754;0,0034;0,0853;0,880
46,130000;0,8776;0,0054;0,0840;0,882
46,131000;0,8793;0,0049;0,0833;0,883
46,133000;0,8803;0,0027;0,0831;0,884
46,134000;0,8798;0,0022;0,0821;0,884
46,135000;0,8808;0,0012;0,0796;0,884
46,136000;0,8825;0,0015;0,0762;0,886
46,136000;0,8834;0,0007;0,0733;0,886
46,136000;0,8856;-0,0007;0,0682;0,888
46,136000;0,8854;-0,0024;0,0640;0,888
46,136000;0,8871;-0,0039;0,0625;0,889
46,137000;0,8876;-0,0064;0,0584;0,890
46,137000;0,8900;-0,0073;0,0537;0,892
46,137000;0,8895;-0,0064;0,0520;0,891
46,137000;0,8908;-0,0073;0,0472;0,892
46,138000;0,8886;-0,0073;0,0445;0,890
46,138000;0,8891;-0,0095;0,0406;0,890
46,138000;0,8876;-0,0098;0,0415;0,889
46,138000;0,8878;-0,0117;0,0381;0,889
46,138000;0,8873;-0,0090;0,0364;0,888
46,138000;0,8888;-0,0083;0,0362;0,890
46,139000;0,8888;-0,0100;0,0349;0,890
46,139000;0,8915;-0,0127;0,0310;0,892
46,139000;0,8942;-0,0144;0,0296;0,895
46,140000;0,9003;-0,0210;0,0308;0,901
46,140000;0,9118;-0,0261;0,0276;0,913
46,140000;0,9167;-0,0286;0,0291;0,918
46,140000;0,9218;-0,0322;0,0279;0,923
46,140000;0,9318;-0,0364;0,0281;0,933
46,140000;0,9377;-0,0393;0,0271;0,939
46,141000;0,9465;-0,0464;0,0308;0,948
46,141000;0,9575;-0,0518;0,0337;0,959
46,141000;0,9614;-0,0537;0,0342;0,963
46,142000;0,9704;-0,0579;0,0349;0,973
46,142000;0,9751;-0,0616;0,0391;0,978
46,142000;0,9829;-0,0643;0,0445;0,986
46,142000;0,9851;-0,0667;0,0479;0,988
46,142000;0,9892;-0,0684;0,0540;0,993
46,142000;0,9907;-0,0696;0,0613;0,995
46,142000;0,9926;-0,0709;0,0647;0,997
46,143000;0,9939;-0,0713;0,0721;0,999
46,143000;0,9926;-0,0716;0,0784;0,998
46,143000;0,9912;-0,0718;0,0833;0,997
46,143000;0,9897;-0,0716;0,0914;0,996
46,143000;0,9851;-0,0694;0,0987;0,992
46,143000;0,9824;-0,0677;0,1026;0,990
46,144000;0,9787;-0,0640;0,1097;0,987
46,144000;0,9716;-0,0613;0,1187;0,981
46,144000;0,9689;-0,0552;0,1226;0,978
46,145000;0,9626;-0,0525;0,1295;0,973
46,145000;0,9587;-0,0450;0,1385;0,970
46,145000;0,9509;-0,0386;0,1476;0,963
46,145000;0,9489;-0,0335;0,1515;0,962
46,145000;0,9455;-0,0266;0,1581;0,959
46,146000;0,9404;-0,0161;0,1649;0,955
46,151000;0,9401;-0,0020;0,1735;0,956
46,151000;0,9401;-0,0020;0,1735;0,956
46,151000;0,9406;0,0073;0,1786;0,957
46,208000;0,9438;0,0137;0,1825;0,961
46,219000;0,9467;0,0264;0,1837;0,965
46,220000;0,9526;0,0366;0,1869;0,971
46,222000;0,9575;0,0386;0,1881;0,977
46,225000;0,9621;0,0481;0,1881;0,982
46,228000;0,9677;0,0552;0,1893;0,988
46,229000;0,9694;0,0589;0,1889;0,989
46,230000;0,9726;0,0628;0,1901;0,993
46,231000;0,9787;0,0694;0,1889;0,999
46,232000;0,9856;0,0750;0,1871;1,006
46,234000;0,9907;0,0772;0,1874;1,011
46,235000;1,0002;0,0836;0,1854;1,021
46,236000;1,0146;0,0860;0,1842;1,035
46,237000;1,0217;0,0914;0,1857;1,042
46,238000;1,0325;0,0933;0,1818;1,052
46,239000;1,0432;0,0921;0,1805;1,063
46,240000;1,0474;0,0933;0,1803;1,067
46,242000;1,0547;0,0941;0,1801;1,074
46,244000;1,0611;0,0960;0,1818;1,081
46,246000;1,0652;0,0967;0,1818;1,085
46,248000;1,0740;0,0975;0,1840;1,094
46,249000;1,0806;0,0987;0,1862;1,101
46,251000;1,0877;0,0980;0,1896;1,108
46,252000;1,0911;0,0977;0,1942;1,113
46,253000;1,0975;0,0972;0,1991;1,120
46,254000;1,1045;0,0953;0,2064;1,128
46,256000;1,1065;0,0960;0,2094;1,130
46,257000;1,1234;0,0928;0,2238;1,149
46,258000;1,1234;0,0928;0,2238;1,149
46,259000;1,1282;0,0926;0,2297;1,155
46,260000;1,1380;0,0911;0,2355;1,166
46,262000;1,1471;0,0906;0,2433;1,176
46,263000;1,1512;0,0902;0,2465;1,181
46,264000;1,1610;0,0911;0,2538;1,192
46,265000;1,1705;0,0911;0,2624;1,203
46,266000;1,1730;0,0906;0,2658;1,206
46,267000;1,1810;0,0906;0,2739;1,216
46,268000;1,1908;0,0897;0,2836;1,227
46,270000;1,1930;0,0892;0,2902;1,231
46,272000;1,1947;0,0904;0,2981;1,235
46,273000;1,1984;0,0914;0,3042;1,240
46,274000;1,1998;0,0945;0,3122;1,243
46,275000;1,2025;0,0938;0,3137;1,246
46,277000;1,2032;0,0967;0,3154;1,248
46,279000;1,2074;0,1024;0,3181;1,253
46,281000;1,2072;0,1043;0,3186;1,253
46,282000;1,2116;0,1099;0,3169;1,257
46,283000;1,2140;0,1165;0,3139;1,259
46,284000;1,2164;0,1197;0,3120;1,262
46,286000;1,2186;0,1226;0,3073;1,263
46,287000;1,2203;0,1280;0,3029;1,264
46,288000;1,2223;0,1324;0,3008;1,266
46,290000;1,2194;0,1366;0,2937;1,262
46,291000;1,2211;0,1437;0,2871;1,263
46,292000;1,2225;0,1478;0,2807;1,263
46,293000;1,2233;0,1512;0,2775;1,263
46,297000;1,2252;0,1554;0,2717;1,265
46,300000;1,2338;0,1664;0,2617;1,272
46,301000;1,2338;0,1664;0,2617;1,272
46,302000;1,2357;0,1671;0,2582;1,273
46,304000;1,2418;0,1708;0,2543;1,279
46,306000;1,2440;0,1727;0,2521;1,281
46,308000;1,2502;0,1742;0,2514;1,287
46,341000;1,2558;0,1764;0,2463;1,292
46,341000;1,2570;0,1783;0,2455;1,293
46,342000;1,2616;0,1793;0,2428;1,297
46,342000;1,2665;0,1786;0,2397;1,301
46,342000;1,2677;0,1810;0,2392;1,303
46,342000;1,2714;0,1827;0,2377;1,306
46,342000;1,2758;0,1847;0,2370;1,311
46,343000;1,2792;0,1840;0,2343;1,313
46,343000;1,2809;0,1852;0,2333;1,315
46,343000;1,2856;0,1867;0,2321;1,320
46,343000;1,2892;0,1864;0,2314;1,323
46,343000;1,2880;0,1871;0,2301;1,322
46,344000;1,2878;0,1864;0,2301;1,321
46,344000;1,2885;0,1854;0,2301;1,322
46,344000;1,2863;0,1854;0,2306;1,320
46,344000;1,2822;0,1842;0,2306;1,316
46,344000;1,2773;0,1837;0,2306;1,311
46,345000;1,2751;0,1835;0,2299;1,309
46,345000;1,2687;0,1813;0,2301;1,302
46,345000;1,2602;0,1798;0,2284;1,293
46,345000;1,2565;0,1786;0,2272;1,289
46,346000;1,2504;0,1766;0,2250;1,283
46,346000;1,2392;0,1776;0,2255;1,272
46,346000;1,2291;0,1774;0,2255;1,262
46,346000;1,2106;0,1769;0,2255;1,244
46,346000;1,2106;0,1769;0,2255;1,244
46,347000;1,1964;0,1754;0,2221;1,229
46,347000;1,1888;0,1766;0,2231;1,222
46,352000;1,1730;0,1754;0,2257;1,207
46,354000;1,1600;0,1740;0,2265;1,195
46,357000;1,1519;0,1742;0,2270;1,187
46,358000;1,1368;0,1727;0,2282;1,172
46,359000;1,1246;0,1708;0,2304;1,161
46,359000;1,1175;0,1710;0,2301;1,154
46,359000;1,1050;0,1718;0,2343;1,143
46,359000;1,0938;0,1674;0,2358;1,131
46,360000;1,0894;0,1681;0,2380;1,128
46,360000;1,0799;0,1666;0,2404;1,119
46,360000;1,0738;0,1652;0,2458;1,114
46,360000;1,0691;0,1625;0,2490;1,110
46,360000;1,0672;0,1595;0,2519;1,108
46,360000;1,0615;0,1586;0,2575;1,104
46,364000;1,0574;0,1537;0,2614;1,100
46,365000;1,0567;0,1517;0,2639;1,100
46,366000;1,0515;0,1507;0,2702;1,096
46,369000;1,0469;0,1461;0,2746;1,092
46,370000;1,0444;0,1441;0,2768;1,090
46,379000;1,0383;0,1419;0,2807;1,085
46,422000;1,0317;0,1373;0,2846;1,079
46,424000;1,0283;0,1363;0,2868;1,076
46,425000;1,0212;0,1336;0,2871;1,069
46,425000;1,0146;0,1322;0,2880;1,063
46,425000;1,0063;0,1285;0,2895;1,055
46,425000;0,9983;0,1273;0,2895;1,047
46,425000;0,9826;0,1278;0,2868;1,032
46,426000;0,9826;0,1278;0,2868;1,032
46,426000;0,9795;0,1270;0,2834;1,028
46,426000;0,9726;0,1253;0,2810;1,020
46,426000;0,9638;0,1258;0,2756;1,010
46,426000;0,9599;0,1244;0,2751;1,006
46,427000;0,9487;0,1248;0,2705;0,994
46,427000;0,9416;0,1246;0,2661;0,986
46,427000;0,9372;0,1241;0,2639;0,982
46,427000;0,9323;0,1266;0,2629;0,977
46,427000;0,9269;0,1280;0,2553;0,970
46,428000;0,9235;0,1270;0,2536;0,966
46,428000;0,9201;0,1292;0,2490;0,962
46,428000;0,9216;0,1314;0,2441;0,962
46,428000;0,9220;0,1327;0,2380;0,961
46,428000;0,9208;0,1339;0,2345;0,960
46,429000;0,9225;0,1388;0,2323;0,961
46,429000;0,9225;0,1441;0,2277;0,961
46,429000;0,9233;0,1441;0,2240;0,961
46,429000;0,9233;0,1490;0,2201;0,961
46,430000;0,9228;0,1547;0,2160;0,960
46,430000;0,9228;0,1598;0,2155;0,961
46,430000;0,9203;0,1610;0,2133;0,958
46,480000;0,9220;0,1642;0,2104;0,960
46,482000;0,9223;0,1669;0,2084;0,960
46,483000;0,9228;0,1700;0,2084;0,961
46,483000;0,9238;0,1754;0,2047;0,962
46,483000;0,9259;0,1754;0,2038;0,964
46,483000;0,9313;0,1798;0,1986;0,969
46,483000;0,9352;0,1825;0,1989;0,973
46,483000;0,9406;0,1825;0,1930;0,977
46,484000;0,9423;0,1857;0,1928;0,980
46,484000;0,9450;0,1859;0,1940;0,982
46,484000;0,9499;0,1864;0,1913;0,987
46,484000;0,9511;0,1871;0,1915;0,988
46,484000;0,9589;0,1862;0,1911;0,995
46,485000;0,9653;0,1842;0,1925;1,001
46,485000;0,9680;0,1835;0,1925;1,004
46,485000;0,9743;0,1818;0,1942;1,010
46,485000;0,9853;0,1781;0,1955;1,020
46,485000;0,9890;0,1769;0,1967;1,024
46,486000;0,9951;0,1757;0,2006;1,030
46,486000;0,9988;0,1713;0,2035;1,034
46,486000;1,0014;0,1705;0,2052;1,036
46,486000;1,0066;0,1674;0,2101;1,042
46,486000;1,0066;0,1659;0,2155;1,043
46,486000;1,0097;0,1627;0,2189;1,046
46,487000;1,0090;0,1612;0,2213;1,046
46,501000;1,0097;0,1595;0,2245;1,047
46,502000;1,0085;0,1576;0,2314;1,047
46,502000;1,0097;0,1559;0,2345;1,048
46,502000;1,0097;0,1547;0,2397;1,049
46,502000;1,0110;0,1503;0,2470;1,051
46,502000;1,0107;0,1485;0,2492;1,052
46,503000;1,0093;0,1432;0,2538;1,050
46,503000;1,0058;0,1407;0,2592;1,048
46,503000;1,0034;0,1385;0,2612;1,046
46,503000;1,0022;0,1351;0,2661;1,046
46,504000;0,9985;0,1314;0,2695;1,043
46,506000;0,9958;0,1280;0,2717;1,040
46,508000;0,9863;0,1231;0,2797;1,033
46,509000;0,9863;0,1231;0,2797;1,033
46,511000;0,9821;0,1202;0,2824;1,029
46,523000;0,9792;0,1185;0,2844;1,027
46,526000;0,9741;0,1165;0,2895;1,023
46,526000;0,9670;0,1121;0,2927;1,017
46,526000;0,9638;0,1109;0,2942;1,014
46,526000;0,9572;0,1099;0,2951;1,008
46,526000;0,9521;0,1053;0,2981;1,003
46,527000;0,9487;0,1026;0,2983;1,000
46,528000;0,9423;0,1002;0,3015;0,994
46,543000;0,9377;0,0985;0,3025;0,990
46,543000;0,9345;0,0960;0,3047;0,988
46,543000;0,9321;0,0938;0,3066;0,986
46,544000;0,9277;0,0916;0,3093;0,982
46,544000;0,9235;0,0882;0,3115;0,979
46,544000;0,9216;0,0860;0,3149;0,978
46,544000;0,9181;0,0838;0,3198;0,976
46,544000;0,9130;0,0826;0,3208;0,971
46,550000;0,9091;0,0816;0,3218;0,968
46,550000;0,9027;0,0787;0,3244;0,962
46,551000;0,8964;0,0774;0,3257;0,957
46,551000;0,8952;0,0762;0,3271;0,956
46,552000;0,8881;0,0728;0,3296;0,950
46,554000;0,8812;0,0687;0,3308;0,944
46,556000;0,8783;0,0669;0,3332;0,942
46,558000;0,8702;0,0645;0,3325;0,934
46,560000;0,8654;0,0616;0,3367;0,931
46,564000;0,8622;0,0601;0,3376;0,928
46,566000;0,8573;0,0569;0,3398;0,924
46,568000;0,8497;0,0528;0,3433;0,918
46,569000;0,8509;0,0516;0,3433;0,919
46,570000;0,8487;0,0501;0,3455;0,918
46,575000;0,8465;0,0481;0,3450;0,915
46,576000;0,8470;0,0459;0,3479;0,917
46,578000;0,8478;0,0437;0,3496;0,918
46,578000;0,8495;0,0396;0,3535;0,921
46,596000;0,8468;0,0354;0,3543;0,919
46,608000;0,8465;0,0352;0,3557;0,919
46,610000;0,8448;0,0318;0,3572;0,918
46,611000;0,8451;0,0301;0,3569;0,918
46,614000;0,8448;0,0298;0,3577;0,918
46,617000;0,8424;0,0244;0,3621;0,917
46,619000;0,8419;0,0213;0,3643;0,918
46,620000;0,8424;0,0205;0,3638;0,918
46,621000;0,8419;0,0181;0,3643;0,918
46,622000;0,8426;0,0159;0,3623;0,917
46,624000;0,8495;0,0122;0,3609;0,923
46,626000;0,8490;0,0115;0,3609;0,923
46,626000;0,8522;0,0078;0,3574;0,924
46,626000;0,8546;0,0054;0,3545;0,925
46,627000;0,8558;0,0046;0,3540;0,926
46,627000;0,8573;0,0010;0,3533;0,927
46,627000;0,8573;-0,0022;0,3530;0,927
46,627000;0,8590;-0,0032;0,3523;0,928
46,627000;0,8580;-0,0054;0,3513;0,927
46,627000;0,8573;-0,0086;0,3501;0,926
46,628000;0,8583;-0,0098;0,3467;0,926
46,628000;0,8578;-0,0112;0,3469;0,925
46,628000;0,8549;-0,0134;0,3437;0,921
46,629000;0,8502;-0,0134;0,3379;0,915
46,629000;0,8495;-0,0142;0,3354;0,913
46,630000;0,8487;-0,0137;0,3330;0,912
46,632000;0,8465;-0,0134;0,3301;0,909
46,634000;0,8451;-0,0137;0,3271;0,906
46,637000;0,8446;-0,0134;0,3196;0,903
46,638000;0,8434;-0,0151;0,3132;0,900
46,640000;0,8436;-0,0134;0,3103;0,899
46,643000;0,8453;-0,0151;0,3081;0,900
46,650000;0,8483;-0,0173;0,3032;0,901
